vendorID	passengerCount	tripDistance	month_num	day_of_month	day_of_week	day_of_hour
1	1	0.5	10	21	2	12
1	1	1.2	12	18	4	8
2	1	1.16	12	4	4	18
1	3	1.5	7	16	3	12
2	1	2.38	1	28	2	20
1	2	3.1	6	27	5	15
2	6	0.97	6	19	4	19
2	1	1.08	1	20	1	17
2	2	2.94	1	10	5	17
2	1	2.5	3	11	2	9
1	1	1.1	2	3	1	19
2	1	0.96	9	29	1	21
2	1	1.72	8	12	2	11
2	1	5	3	21	5	0
1	1	9.8	8	24	0	14
2	1	1.08	5	5	1	17
2	1	0.56	11	8	6	17
2	1	1.33	5	22	4	23
1	1	0.6	5	2	5	23
2	1	3.31	3	14	5	1
2	1	1.89	11	17	1	13
2	2	4.26	12	19	5	0
2	2	2.67	11	11	2	15
2	1	1.62	12	3	3	19
1	1	0.6	12	12	5	21
1	1	0.7	6	27	5	22
2	1	4.56	7	7	1	11
2	1	1.11	6	1	0	10
2	1	2.81	6	9	1	12
2	2	0.65	9	21	0	7
2	5	1.39	6	4	3	0
2	1	1.56	12	14	0	8
2	1	8.23	11	6	4	12
2	1	0.48	1	16	4	21
2	1	16.95	7	4	5	22
2	1	0.64	11	5	3	9
2	1	2.24	9	15	1	13
1	2	1.3	2	10	1	18
2	1	0.58	3	18	2	17
2	1	1.66	1	4	6	21
2	1	4.66	8	26	2	8
1	3	1.1	2	7	5	20
2	1	0.62	4	8	2	8
2	4	0.93	8	12	2	20
2	1	0.94	9	23	2	3
2	6	1.73	6	6	5	1
2	3	5.44	5	2	5	22
2	5	0.99	2	18	2	13
2	1	0.73	4	1	2	19
2	1	0.52	12	23	2	15
2	1	2.36	5	18	0	20
2	3	1.81	6	8	0	23
2	2	1.9	1	15	3	22
2	1	5.77	7	30	3	18
2	1	1.01	1	24	5	8
1	2	0.6	11	22	6	22
2	1	1.2	2	6	4	11
1	1	5.1	3	16	0	23
2	1	2.39	8	13	3	21
2	1	1.35	12	7	0	15
2	6	0.82	9	15	1	16
2	1	1.14	1	30	4	23
2	2	2.11	2	12	3	22
2	2	1.33	5	29	4	23
2	1	0.57	11	12	3	18
2	1	6.21	7	6	0	15
1	1	1.3	3	29	6	2
2	1	2.86	8	15	5	22
2	1	8.03	2	4	2	17
2	1	2.05	12	12	5	22
2	6	1.16	6	16	1	19
1	1	1.5	1	15	3	23
2	1	4.16	7	4	5	9
2	1	8.64	8	1	5	21
2	1	12.93	7	26	6	22
2	1	2.42	8	7	4	11
2	1	1.69	8	7	4	20
1	1	1.1	4	29	2	20
1	1	0.6	4	7	1	22
1	1	2.5	6	8	0	12
2	1	6.8	6	8	0	10
2	1	3.53	12	19	5	4
1	1	1.6	4	14	1	10
2	1	1.1	8	8	5	13
2	1	0.79	12	7	0	16
2	2	5.34	3	15	6	17
2	1	2.35	8	12	2	19
2	2	12.06	2	1	6	10
2	1	1.57	2	24	1	16
2	1	2.9	1	28	2	14
2	1	2.86	4	17	4	15
2	1	2.49	5	9	5	4
2	1	7.23	3	26	3	17
2	1	1.03	8	25	1	14
2	1	0.66	10	14	2	13
2	1	6.23	11	20	4	4
2	5	1.3	10	12	0	15
2	1	11.95	9	25	4	23
2	1	3.06	11	22	6	23
2	1	7.59	9	8	1	15
2	1	1.12	1	1	3	4
2	1	13.16	12	4	4	7
1	1	4.7	3	12	3	16
2	1	14.36	9	1	1	6
2	5	2.22	12	13	6	1
2	1	0.59	3	28	5	22
1	3	0.6	1	24	5	20
2	1	2.21	3	7	5	15
2	1	3.98	4	28	1	7
2	1	1.3	7	13	0	16
2	2	4.37	8	1	5	22
2	1	2.26	5	13	2	12
2	1	2.51	8	12	2	22
1	1	1.4	9	22	1	16
2	1	1.12	11	3	1	19
2	1	1.58	12	27	6	7
2	1	1.29	3	16	0	21
1	1	0.7	2	7	5	1
2	1	2.02	10	6	1	0
1	1	0.7	10	29	3	0
2	1	0.83	7	30	3	8
2	1	2.22	3	28	5	15
1	1	9.1	12	4	4	5
2	5	1.69	12	22	1	11
1	1	9.5	9	15	1	6
2	1	1.86	7	24	4	6
2	1	5.42	1	25	6	5
2	1	3.6	10	15	3	21
1	1	1.3	5	9	5	6
2	1	0.84	4	15	2	20
2	1	2.6	4	18	5	13
2	1	0.6	1	25	6	10
2	1	4.75	9	8	1	18
2	1	1.82	7	18	5	19
1	1	2.6	10	28	2	16
2	1	1.59	8	23	6	15
2	1	0.81	1	11	6	20
1	1	1.4	4	12	6	10
2	1	5.99	1	11	6	1
2	1	0.69	2	1	6	21
1	1	0.8	6	12	4	19
2	2	1.05	5	21	3	11
2	1	0.32	11	8	6	0
1	1	2.9	12	4	4	16
1	1	2	8	21	4	13
2	1	2.74	7	30	3	11
1	1	1.8	4	9	3	22
2	1	2.68	3	24	1	19
2	5	3.71	10	7	2	8
1	1	9	1	30	4	7
2	1	6.2	10	18	6	1
2	1	4.9	9	21	0	9
2	1	0.94	11	21	5	18
2	1	0.83	2	24	1	16
2	1	1.04	7	2	3	0
2	3	3.63	10	30	4	21
1	1	1.9	4	12	6	23
2	3	7.27	7	19	6	12
1	1	0.7	2	26	3	13
2	1	7.49	1	21	2	8
2	1	1.87	3	12	3	23
2	1	6.81	4	14	1	13
1	1	1.4	12	4	4	22
2	1	1.01	1	14	2	8
2	1	0.87	4	24	4	16
2	1	4.18	7	16	3	7
2	1	0.89	2	2	0	18
2	1	2.67	10	8	3	1
2	1	0.76	6	12	4	14
1	1	7.9	8	14	4	13
2	1	7.37	3	12	3	16
2	1	2.11	10	4	6	21
2	1	3.52	12	10	3	19
2	1	2.06	7	3	4	20
2	1	0.88	12	4	4	12
2	1	1.04	7	15	2	19
2	1	8.95	3	27	4	23
2	1	2.3	12	26	5	20
2	1	2.68	12	18	4	14
1	1	1.4	7	26	6	15
2	1	1.11	11	16	0	9
2	2	4.08	3	24	1	17
2	1	26.15	4	10	4	14
2	5	1.26	3	8	6	1
2	1	1.85	11	11	2	17
2	6	0.92	1	16	4	23
2	1	0.94	12	26	5	20
1	1	1.5	11	3	1	12
2	1	1.12	10	3	5	23
2	1	0.82	9	22	1	2
2	1	0.86	7	3	4	17
2	1	1.19	5	17	6	18
1	1	5.5	8	28	4	18
2	1	1.57	3	13	4	2
2	1	0.39	11	2	0	9
2	1	9.78	8	21	4	20
1	1	1.1	2	18	2	14
2	1	1.48	3	27	4	23
2	1	2.66	12	23	2	16
2	1	6.57	7	5	6	23
2	1	1.58	10	29	3	17
1	1	1.1	1	17	5	14
2	1	1.77	4	16	3	20
1	4	3.3	1	7	2	18
2	1	1.45	1	9	4	8
2	1	5.37	7	7	1	12
2	1	0.8	9	10	3	15
2	1	7.29	11	22	6	0
2	1	0.57	2	10	1	6
2	1	2.82	7	15	2	17
2	1	5.42	11	13	4	7
2	1	1.25	8	18	1	4
2	1	1.29	12	3	3	15
2	1	5.17	6	5	4	1
2	1	0.51	10	20	1	4
1	1	0.7	3	18	2	9
2	5	1.85	2	15	6	22
2	1	3.14	2	17	1	11
2	1	1.77	5	18	0	19
2	1	1.04	9	7	0	22
1	2	6.9	9	19	5	13
1	1	16.2	4	28	1	6
1	2	0.5	12	7	0	23
2	1	1.71	8	28	4	20
2	1	1.64	6	10	2	12
2	1	1.87	1	24	5	16
2	2	0.73	2	20	4	23
2	1	0.71	7	16	3	21
2	1	6.84	9	18	4	2
2	1	5.82	10	6	1	13
2	1	3.9	7	25	5	15
2	1	1.65	9	28	0	2
2	1	4.52	3	29	6	23
2	1	0.36	3	17	1	21
2	1	1.86	2	27	4	1
2	2	3.59	4	5	6	18
1	1	2.4	7	25	5	9
1	1	1.2	10	21	2	5
2	1	1.01	3	25	2	19
2	1	2.11	7	7	1	12
2	1	6.8	3	8	6	21
2	6	5.54	5	12	1	22
2	1	2.92	3	3	1	22
2	1	2.45	6	29	0	14
2	1	2.53	6	18	3	23
1	1	0.7	9	11	4	17
2	1	0.76	5	23	5	17
1	1	2	10	25	6	0
2	1	9.39	9	13	6	12
1	1	2.6	7	10	4	17
1	2	1.3	12	13	6	15
2	1	14.13	6	4	3	15
1	1	7.5	6	15	0	7
2	2	5.98	9	21	0	11
2	1	1.25	9	23	2	15
2	1	0.98	5	27	2	3
2	1	1	11	20	4	23
2	1	6.36	2	8	6	3
1	1	2.4	3	8	6	12
1	2	5.3	8	22	5	11
2	1	1.58	5	9	5	17
2	1	4.41	2	27	4	19
1	1	1.8	12	3	3	21
2	1	1.4	5	7	3	8
2	1	14.56	5	5	1	15
2	1	2.29	8	12	2	21
2	1	2.99	10	24	5	8
2	1	0.94	9	14	0	8
1	1	5.1	6	17	2	21
2	3	4.62	4	11	5	23
2	1	3.74	4	13	0	15
2	1	6.37	11	17	1	15
1	2	5.9	7	5	6	11
1	1	4.3	11	16	0	6
2	3	4.8	12	13	6	23
2	1	1.42	3	15	6	16
2	1	5.02	12	12	5	22
1	1	3.8	5	23	5	19
1	1	2	7	24	4	22
2	1	0.37	4	20	0	20
2	1	2.28	1	13	1	18
2	6	2.61	10	9	4	17
1	1	1	11	18	2	9
2	1	4.43	9	27	6	7
2	1	1.15	1	29	3	10
2	5	3.53	11	11	2	21
2	1	0.25	8	24	0	18
2	1	1.76	6	15	0	14
1	1	3.4	8	1	5	1
1	2	2	12	9	2	22
2	1	1.7	2	23	0	22
2	1	2.56	8	5	2	11
2	1	0.6	5	20	2	9
2	1	4.3	8	20	3	19
2	1	2.62	7	12	6	13
2	1	7.08	5	24	6	4
2	5	2.74	7	22	2	21
1	1	0.4	11	25	2	8
2	1	2.27	11	17	1	12
1	1	2.9	1	11	6	23
2	1	2.04	7	3	4	16
2	1	2.42	4	18	5	19
1	1	2.2	9	24	3	22
1	4	1.7	6	15	0	22
2	1	0.82	11	21	5	14
2	1	8.96	5	25	0	18
1	1	1.4	7	9	3	18
2	1	12.69	2	7	5	15
2	1	0.99	10	23	4	18
1	1	0.4	11	25	2	16
2	1	0.66	6	14	6	1
2	1	4.12	9	14	0	21
1	2	1.7	9	25	4	19
2	1	2.87	10	2	4	19
2	1	1.62	1	5	0	8
2	1	8.28	3	14	5	10
2	2	3.1	5	12	1	13
1	1	1.8	1	22	3	15
1	1	7.1	2	11	2	5
2	6	2.01	7	18	5	3
1	1	1.9	6	13	5	13
2	1	1.29	11	10	1	23
2	1	1.64	6	19	4	14
2	2	1.7	12	1	1	16
2	1	3.56	1	14	2	22
2	1	0.49	1	21	2	21
2	1	5.16	9	26	5	1
2	1	3.39	10	14	2	9
2	1	2.84	3	9	0	0
2	1	1.43	10	23	4	16
2	2	2.69	7	6	0	11
2	1	1.23	5	10	6	0
2	1	2.45	6	6	5	21
2	1	11.66	11	7	5	22
1	1	8.4	4	19	6	2
1	1	3.2	10	17	5	4
2	1	3.44	12	24	3	21
2	1	1.34	12	20	6	18
2	1	1.92	5	30	5	16
2	1	1.46	10	20	1	13
2	1	0.9	10	4	6	10
1	1	1.7	7	8	2	20
2	1	1.98	3	15	6	18
2	1	1.91	1	10	5	15
2	3	3.89	6	18	3	7
2	1	1.28	2	16	0	8
2	1	1.45	5	11	0	19
2	1	0.97	9	15	1	21
1	1	0.9	2	24	1	9
1	1	0.6	2	13	4	11
1	1	2.8	6	13	5	1
1	2	3.3	6	18	3	19
2	2	2.79	8	30	6	21
2	1	0.9	2	12	3	22
1	2	1.7	8	19	2	15
2	1	1.74	4	6	0	17
2	1	3.55	7	6	0	0
2	1	1.55	11	7	5	17
1	1	1.9	8	29	5	0
2	1	1.39	11	26	3	3
2	1	2.47	7	9	3	22
1	1	0.9	10	17	5	13
1	1	1	1	29	3	7
2	1	0.7	12	28	0	14
2	1	1.16	8	19	2	17
2	5	0.48	7	1	2	10
2	1	7.83	2	21	5	9
2	6	4.53	3	24	1	8
2	5	2.63	6	8	0	18
1	1	0.6	10	2	4	19
2	1	3.23	9	20	6	4
2	1	1.23	8	12	2	10
2	1	7.02	11	20	4	17
2	1	2.18	6	12	4	23
2	5	3.51	5	10	6	16
2	1	0.76	7	30	3	8
2	1	0.6	7	24	4	19
2	1	2.29	10	2	4	18
1	1	1.1	5	8	4	23
2	2	13.53	9	22	1	21
2	2	4.6	4	11	5	18
1	1	1.5	2	7	5	10
2	1	3.64	5	25	0	20
2	1	2.54	11	14	5	12
2	1	3.98	11	21	5	1
2	1	1.75	1	22	3	12
2	1	2.18	10	18	6	11
2	1	0.9	1	23	4	0
1	1	1.7	4	16	3	21
1	1	2	9	16	2	23
2	1	2.1	7	16	3	18
2	5	1.81	7	19	6	0
2	1	6.1	11	28	5	22
2	1	5.76	5	12	1	18
1	1	3.1	8	27	3	15
2	1	2.15	10	13	1	13
2	1	2.08	4	16	3	12
2	1	1.57	6	18	3	21
2	1	1.83	11	28	5	13
2	1	0.74	4	6	0	19
2	1	0.96	10	28	2	19
2	1	3.11	2	9	0	16
1	1	1.6	6	20	5	22
2	1	5.29	12	28	0	22
2	1	7.66	2	15	6	9
2	1	4.8	1	8	3	10
2	1	0.49	12	7	0	7
1	1	0.8	6	17	2	23
2	1	2.63	11	24	1	4
2	2	0.58	6	8	0	15
2	1	5.74	7	27	0	0
2	1	1.1	5	4	0	7
2	1	7.7	8	9	6	22
2	1	1.34	11	3	1	8
1	2	3.2	6	26	4	12
2	5	0.49	2	15	6	17
1	1	14.8	4	20	0	20
1	1	1.6	9	21	0	3
2	2	4.19	11	9	0	6
2	1	11.24	1	2	4	3
2	1	2.05	8	6	3	17
2	1	1.99	6	27	5	23
2	1	1.19	3	22	6	17
1	2	4.6	10	1	3	16
2	1	1.18	10	17	5	18
2	6	0.63	4	19	6	15
1	2	13.5	4	19	6	15
1	1	0.7	9	12	5	10
2	1	8.34	1	21	2	21
2	1	10.48	1	24	5	1
2	1	0.77	3	22	6	19
2	1	1.41	11	28	5	19
2	1	4.85	1	24	5	23
1	1	6.6	12	15	1	14
2	3	2.33	1	6	1	3
2	1	0.82	12	5	5	1
2	1	1.99	2	15	6	18
2	1	4.67	1	30	4	15
2	1	0.62	6	17	2	22
1	1	2.6	9	28	0	23
2	1	10.76	8	23	6	21
2	1	6.62	6	7	6	5
2	1	0.86	6	5	4	23
1	2	0.4	7	4	5	20
2	1	0.78	11	15	6	1
2	1	0.99	11	3	1	14
2	1	2.57	2	1	6	15
1	1	2	3	21	5	14
2	2	1.16	9	29	1	14
2	1	0.82	1	4	6	20
2	1	1.43	9	8	1	13
2	1	2.26	2	3	1	15
2	1	1.72	12	11	4	20
2	2	1.96	1	17	5	13
2	1	2.05	3	10	1	9
2	1	0.95	7	18	5	11
1	1	0.9	4	24	4	23
1	1	3.9	5	8	4	13
2	1	1.83	3	28	5	22
2	2	3.55	6	5	4	22
1	1	0.4	3	13	4	19
1	2	0.8	1	24	5	2
2	1	1.14	1	29	3	8
1	1	0.9	3	12	3	9
2	1	1.41	3	28	5	10
2	1	0.53	3	19	3	22
2	1	1.24	10	12	0	9
2	1	1.6	12	2	2	8
2	1	2.31	2	18	2	23
2	1	5.38	7	12	6	14
2	1	1.39	7	11	5	22
2	1	4.65	4	23	3	8
2	1	1.03	3	7	5	14
2	1	1.7	3	12	3	14
2	1	1.77	6	27	5	23
2	1	3.09	6	15	0	8
2	1	7.13	12	20	6	20
2	1	2.12	10	24	5	4
1	1	2.3	5	7	3	8
2	1	1.7	12	16	2	14
2	1	2.36	3	16	0	0
2	5	1.84	2	12	3	11
2	2	4.53	10	5	0	13
2	5	3.17	4	16	3	20
2	1	2.44	4	5	6	2
2	1	8.13	5	10	6	1
1	1	1.8	6	23	1	19
1	1	2.1	5	3	6	10
2	1	1.05	10	30	4	22
1	1	0.6	7	17	4	15
1	1	0.4	7	2	3	22
2	1	1.19	12	18	4	7
2	3	3.03	2	4	2	18
1	1	1.5	9	21	0	14
2	1	3.54	12	14	0	1
1	1	0.6	7	23	3	18
1	1	8.1	8	23	6	5
2	1	1.28	9	18	4	3
1	1	0.9	12	14	0	19
1	1	0.6	7	3	4	18
2	1	4.46	7	17	4	9
2	1	2.98	10	28	2	13
2	1	4.17	4	25	5	22
2	1	0.97	5	21	3	16
2	1	2.69	8	19	2	19
2	3	2.13	4	29	2	20
2	1	0.47	1	18	6	9
2	2	10.58	5	18	0	8
1	1	0.7	6	17	2	16
2	1	0.53	7	14	1	9
2	1	0.83	3	28	5	3
2	1	1.81	2	8	6	10
2	1	1.68	12	23	2	19
2	3	9.62	11	3	1	20
2	1	2.67	7	15	2	12
2	1	8.46	12	17	3	23
2	1	2.38	8	27	3	4
2	1	1.26	12	3	3	17
2	1	1.12	12	9	2	18
2	1	0.4	7	14	1	13
2	1	1.4	4	25	5	18
1	1	1	10	26	0	1
2	1	1.62	6	27	5	16
2	1	3.01	5	20	2	17
2	1	1.49	12	21	0	23
2	1	8.44	9	23	2	9
2	1	1.66	4	26	6	22
2	1	0.47	9	26	5	16
1	1	2.3	9	16	2	11
2	1	2.8	4	24	4	7
2	6	2.63	11	7	5	19
2	1	3.87	12	3	3	6
1	1	2.4	8	24	0	19
1	1	2.9	4	23	3	7
2	1	9.02	6	19	4	15
1	1	3.9	11	5	3	18
2	6	2.14	8	2	6	22
1	1	0.9	3	29	6	2
2	1	4.07	1	28	2	14
1	1	3.5	6	9	1	17
2	1	18.6	11	9	0	15
1	1	12.4	9	19	5	19
2	1	1.25	12	1	1	8
1	1	0.8	11	28	5	0
2	1	1.58	1	16	4	16
1	1	1.2	12	6	6	10
2	1	3.95	11	4	2	10
2	1	2.9	3	22	6	1
2	3	2.42	3	29	6	13
2	3	4	8	28	4	6
1	1	2.5	7	11	5	1
2	1	1.14	11	25	2	1
2	1	1.16	12	22	1	9
2	1	7.07	11	25	2	20
2	1	0.9	12	11	4	19
2	1	5.63	10	7	2	12
1	2	4.1	10	5	0	12
2	1	3.41	3	14	5	1
2	1	1.66	1	10	5	14
2	1	0.78	9	8	1	18
2	1	4.96	10	12	0	0
2	1	2.08	1	16	4	17
1	1	0.9	9	11	4	17
1	1	5.6	8	1	5	0
2	5	2.84	11	10	1	22
2	1	0.89	4	25	5	9
2	5	2.62	1	24	5	0
1	1	1.1	4	10	4	9
1	1	4	10	14	2	21
2	1	1.2	11	7	5	1
2	1	2.09	3	20	4	21
2	1	0.61	5	4	0	4
2	1	3.52	4	15	2	12
2	1	2.76	12	30	2	20
2	1	13	9	27	6	4
2	1	3.29	2	13	4	13
2	5	4.77	1	16	4	6
2	1	4.77	8	27	3	5
2	1	0.95	8	1	5	2
2	1	1.15	9	1	1	23
1	1	1	8	19	2	4
2	1	4.33	3	10	1	19
1	2	1.2	4	12	6	9
2	1	0.82	9	8	1	8
2	6	2.03	8	1	5	2
2	1	5.45	6	18	3	8
2	1	1.26	5	7	3	19
2	1	1.06	6	3	2	9
2	1	1.63	7	20	0	10
1	1	4.6	9	26	5	1
2	1	9.62	5	16	5	2
2	2	4.11	12	20	6	0
1	1	9	11	12	3	12
2	1	7.02	4	28	1	6
2	1	1.28	6	12	4	20
2	1	3.86	3	22	6	4
2	2	2.26	9	24	3	18
1	1	2.4	4	26	6	14
2	5	7.9	4	11	5	6
2	1	4.03	8	10	0	14
2	1	1.36	6	6	5	23
2	1	6.04	11	16	0	7
1	1	4.9	9	21	0	8
2	5	0.68	3	9	0	15
2	1	2.79	9	2	2	19
1	1	2.3	5	4	0	20
1	2	1.1	9	19	5	14
2	1	1.51	3	27	4	14
2	1	1.02	5	19	1	14
2	1	0.93	3	27	4	22
2	1	5.13	3	28	5	17
2	1	6.15	9	20	6	20
2	1	0.71	4	8	2	11
1	2	0.8	1	26	0	0
1	1	1.1	8	20	3	8
2	1	1.97	12	16	2	0
2	1	0.64	11	8	6	1
2	1	1.91	11	22	6	9
2	1	0.65	8	28	4	16
2	1	2.87	9	27	6	10
2	6	2.49	7	21	1	11
2	1	0.66	12	7	0	17
2	1	2.16	12	10	3	11
1	1	6	4	18	5	9
2	1	0.81	3	30	0	15
2	1	3.92	7	22	2	13
2	2	2.07	5	10	6	2
2	1	2.39	9	4	4	2
2	1	5.97	9	13	6	3
2	1	7.12	12	17	3	10
2	1	4.49	7	17	4	22
2	1	6.7	9	26	5	21
2	1	1.19	1	7	2	19
2	1	3.11	7	22	2	0
1	1	1.2	5	29	4	23
2	1	3.35	2	10	1	11
2	1	1.82	11	13	4	16
2	1	2.09	3	28	5	23
2	1	1.99	11	12	3	22
2	1	2.37	1	19	0	8
2	1	7.48	1	16	4	21
1	2	16.2	4	12	6	5
2	1	1.84	9	4	4	14
2	1	13.53	1	26	0	8
1	1	2.2	12	12	5	23
2	1	0.55	4	2	3	17
2	1	1.36	2	8	6	2
2	2	1.15	5	23	5	22
2	1	0.61	12	18	4	23
2	1	1.24	9	9	2	7
2	1	6.22	3	21	5	19
2	5	2.71	6	12	4	18
2	1	0.47	9	10	3	18
2	2	3.32	10	16	4	12
2	1	2.4	4	16	3	2
2	1	2.79	5	27	2	23
2	1	0.95	6	8	0	23
2	1	1.34	1	26	0	8
2	1	1.84	2	26	3	8
1	1	1.7	4	2	3	21
2	1	0.63	7	23	3	14
2	1	1.37	1	12	0	10
2	1	4.09	5	21	3	7
2	1	0.96	2	24	1	13
2	2	4.59	7	11	5	2
1	1	1.9	9	18	4	11
2	1	4.87	6	1	0	19
1	1	0.6	6	4	3	8
1	1	0.7	5	13	2	6
2	1	1.1	10	15	3	13
2	2	5.56	8	29	5	15
2	1	2.74	4	17	4	0
2	1	0.86	7	11	5	2
2	1	1.93	5	5	1	0
2	1	0.35	12	20	6	7
2	1	5.57	12	8	1	22
2	1	1.44	7	25	5	10
2	1	9.39	11	14	5	4
2	1	5.98	1	9	4	12
2	3	5.6	6	13	5	10
2	1	1.25	10	29	3	18
2	1	2.91	10	11	6	3
2	1	1.51	8	2	6	0
1	1	2	12	19	5	19
2	1	2.06	3	24	1	11
2	1	3.55	6	18	3	14
2	1	1.49	10	1	3	10
2	1	1.81	12	30	2	20
2	5	3.57	6	24	2	15
2	1	3.21	2	13	4	8
2	1	1.71	6	15	0	7
1	1	2.5	7	7	1	15
2	1	1.5	8	27	3	22
1	1	7.2	7	11	5	8
2	1	0.8	11	14	5	20
2	1	2	4	9	3	18
2	1	1.3	3	14	5	0
1	1	0.8	3	1	6	2
2	5	5.05	2	1	6	22
1	2	1.2	4	2	3	17
2	1	1.22	2	17	1	20
2	1	1.43	7	7	1	22
2	1	5.08	12	6	6	3
1	1	0.7	10	16	4	18
2	1	0.73	1	24	5	17
2	1	2.1	10	7	2	15
2	1	1.31	8	19	2	13
2	1	1.78	3	22	6	12
2	2	0.37	1	3	5	4
2	1	0.5	1	29	3	13
2	1	2	12	23	2	18
2	1	0.84	9	12	5	1
2	1	8.9	4	7	1	23
2	1	2.45	5	22	4	22
2	1	1.58	11	27	4	13
2	1	1.52	8	12	2	18
2	1	2.33	3	12	3	21
2	1	3.07	5	24	6	22
2	1	6.86	2	21	5	17
2	1	2.36	2	7	5	11
2	1	5.17	5	8	4	15
2	1	1	2	26	3	11
2	1	3.28	12	13	6	1
2	1	0.35	6	23	1	10
1	1	1.9	12	9	2	22
1	1	0.9	2	27	4	7
2	1	6.15	2	4	2	16
1	1	3.4	5	17	6	2
2	5	0.87	1	8	3	19
2	2	1.02	11	29	6	9
2	1	0.96	1	14	2	18
2	1	0.63	12	19	5	10
1	1	1.9	1	1	3	4
1	1	2	5	19	1	11
2	1	5.03	7	24	4	17
1	1	2.7	3	26	3	20
2	1	0.92	3	1	6	0
2	1	3.56	7	4	5	19
2	1	1.23	3	4	2	1
2	1	0.58	7	19	6	21
1	1	1	5	29	4	16
2	5	5	5	6	2	23
2	1	15.83	8	30	6	19
1	1	1	4	1	2	9
2	1	3.66	5	4	0	9
2	1	1.53	1	14	2	19
2	1	3.13	5	26	1	17
2	1	2.15	10	30	4	18
2	2	0.95	6	16	1	16
2	2	8.58	1	1	3	5
2	1	8.33	7	27	0	4
2	2	3.57	2	20	4	8
2	2	6.91	9	9	2	12
2	1	2.51	10	4	6	4
1	1	2.8	7	1	2	8
2	1	2.23	3	9	0	9
2	1	5.01	8	25	1	8
2	1	1.77	10	23	4	16
2	1	1.46	3	7	5	21
2	1	4.7	10	6	1	10
1	1	1.6	5	2	5	16
1	1	0.5	5	3	6	3
2	1	1.2	7	7	1	17
1	1	1.7	4	8	2	18
2	1	14.75	11	8	6	18
2	2	1.28	5	30	5	23
2	1	0.55	3	24	1	20
2	1	4.21	5	2	5	12
2	3	0.92	6	7	6	12
1	1	10.8	1	28	2	9
2	5	4.4	2	12	3	23
1	1	5.8	8	19	2	21
1	2	0.7	7	30	3	16
1	1	1	2	27	4	7
2	1	1.42	3	12	3	16
2	1	3.03	8	30	6	12
2	1	0.98	1	26	0	14
2	1	1.21	2	7	5	23
2	1	1.27	3	16	0	18
2	5	4.4	7	7	1	9
2	1	10.07	12	12	5	20
2	1	2.37	3	21	5	21
2	1	2.77	4	6	0	11
2	5	2.53	3	7	5	15
2	1	4.47	8	30	6	10
2	1	3.25	2	15	6	19
1	1	1.2	6	4	3	14
2	1	3.14	4	9	3	9
2	1	0.9	1	11	6	16
1	1	1.6	4	5	6	3
2	1	3.11	7	17	4	18
2	1	0.43	2	27	4	1
2	1	14.58	10	26	0	13
2	2	1.41	3	29	6	17
2	3	0.55	9	3	3	9
2	1	2.06	2	20	4	16
2	2	3.78	1	21	2	16
2	1	1.64	10	20	1	14
2	1	3.1	5	9	5	1
1	1	11.6	8	16	6	0
1	1	1.5	5	20	2	22
2	1	0.41	3	7	5	15
1	1	2.2	9	5	5	1
2	2	1.76	2	19	3	18
1	1	1	12	18	4	2
2	1	1.88	2	17	1	22
2	1	0.62	11	6	4	18
2	1	17.82	5	13	2	15
1	1	1.7	11	19	3	14
2	2	7.65	1	28	2	10
2	1	0.74	10	2	4	8
2	1	2.49	11	15	6	19
2	1	8.18	8	7	4	23
2	1	1.36	7	11	5	0
1	1	0.9	12	27	6	10
1	1	0.8	10	14	2	12
2	1	1.05	1	15	3	11
2	1	1.39	5	2	5	17
2	1	1.41	8	28	4	15
2	1	4.24	8	14	4	10
1	1	5.3	12	6	6	4
2	1	4.4	9	17	3	21
2	1	3.9	4	8	2	19
2	1	2.36	12	21	0	17
2	1	0.99	12	15	1	8
2	2	4.56	2	19	3	13
1	2	4	1	9	4	17
2	1	1.06	7	16	3	9
2	1	1.11	11	5	3	19
2	1	2.97	6	21	6	5
2	1	2.11	2	20	4	20
2	1	1.39	11	11	2	0
1	1	23.5	8	9	6	4
2	1	5.21	5	8	4	10
1	1	0.7	8	1	5	20
2	1	3.77	8	25	1	14
2	2	3.17	1	30	4	21
2	1	0.99	7	17	4	22
2	1	1.48	8	12	2	8
2	1	1.26	8	23	6	10
2	1	6.71	1	30	4	5
2	1	8.96	1	13	1	15
2	1	0.6	10	8	3	21
2	1	1.42	3	13	4	1
2	1	1.54	2	5	3	9
2	1	2.08	11	13	4	21
2	2	0.57	3	5	3	19
2	1	1.59	9	26	5	11
2	1	4.27	5	24	6	21
2	1	2.87	8	18	1	22
1	1	1	4	16	3	8
2	1	6.92	4	26	6	5
2	1	2.78	8	12	2	21
2	1	0.39	1	29	3	10
1	1	1	10	14	2	7
2	1	1.93	12	7	0	15
1	1	9.1	11	13	4	7
1	1	1.3	9	18	4	9
2	1	1.85	11	12	3	21
1	1	1.5	10	19	0	8
2	1	13.78	6	10	2	7
2	2	10.96	8	20	3	1
2	1	0.88	6	5	4	6
1	1	1.4	6	7	6	13
2	1	2.73	1	28	2	17
2	6	1.05	1	21	2	6
1	1	3.3	2	8	6	18
2	1	10.3	8	22	5	13
2	1	3.84	7	3	4	22
2	1	0.89	3	19	3	14
2	1	2.78	12	19	5	23
2	1	1.16	12	16	2	2
1	1	1.3	4	25	5	5
2	1	4.16	6	10	2	9
2	1	0.92	11	4	2	17
2	1	6.28	4	6	0	17
